Wavelength (µm),Sanidine gds19.19863,Wavelength (µm) target,Sanidine gds19.19863 target
0.29710000000000003,0.450776,0.44602,0.6946526666666667
0.30110000000000003,0.477869,0.456,0.7002876
0.30510000000000004,0.49551,0.46598,0.706048
0.30910000000000004,0.507645,0.47596,0.7086116
0.31310000000000004,0.521427,0.48595,0.7109578
0.31710000000000005,0.533378,0.49593,0.7128374
0.3211,0.538592,0.50591,0.7136697999999999
0.3251,0.548815,0.51589,0.7153615999999999
0.3291,0.550999,0.52587,0.7152088000000001
0.3331,0.56147,0.53585,0.7155874000000001
0.3371,0.565428,0.54583,0.7167916
0.3411,0.569648,0.55581,0.7159676000000001
0.3531,0.601682,0.56579,0.7164204
0.35710000000000003,0.606264,0.57577,0.717802
0.36060000000000003,0.609456,0.58576,0.7202923999999999
0.36360000000000003,0.61453,0.59574,0.7203282
0.36660000000000004,0.616139,0.60572,0.7199972857142857
0.36960000000000004,0.617692,0.6157,0.7208781666666667
0.37260000000000004,0.620553,0.62568,0.7218688333333333
0.37560000000000004,0.619774,0.63566,0.7239978
0.37860000000000005,0.620645,0.64564,0.7251264000000001
0.38110000000000005,0.625069,0.65562,0.7266313999999999
0.3831,0.630206,0.6656,0.7288834000000001
0.3851,0.63518,0.67558,0.7305023333333333
0.3871,0.637018,0.68556,0.7310949999999999
0.3891,0.641803,0.69555,0.73287225
0.3911,0.64518,0.70553,0.7347252
0.3931,0.648527,0.71551,0.7348888
0.3951,0.651469,0.72549,0.736574
0.3971,0.652598,0.73547,0.7381004000000001
0.3991,0.653933,0.74545,0.7396652499999999
0.4011,0.655671,0.75543,0.7409172500000001
0.4031,0.658234,0.76541,0.7425069999999999
0.4051,0.659422,0.77539,0.7443956666666667
0.4071,0.661896,0.78537,0.7456626666666667
0.4091,0.663131,0.79536,0.7467010000000001
0.4111,0.665346,0.80534,0.748472
0.4128,0.669311,0.81532,0.7495115
0.4158,0.670047,0.8253,0.749233
0.4188,0.671836,0.83528,0.747569
0.4218,0.674848,0.84526,0.748854
0.4248,0.678332,0.85524,0.756212
0.4278,0.67939,0.8752,0.75766
0.4308,0.684424,0.88518,0.762542
0.4338,0.686671,0.89517,0.762363
0.4368,0.688485,0.90515,0.763199
0.4398,0.688942,0.91513,0.763871
0.4428,0.692617,0.92511,0.769538
0.44580000000000003,0.6944,0.93509,0.765942
0.44880000000000003,0.696941,0.94507,0.7698065000000001
0.45130000000000003,0.697401,0.95505,0.773268
0.45330000000000004,0.697882,0.96503,0.774259
0.45530000000000004,0.701111,0.97501,0.773595
0.4573,0.702517,0.98499,0.777531
0.4593,0.702527,0.99497,0.777315
0.4613,0.704519,1.005,0.7811874999999999
0.4633,0.705009,1.0149,0.7817045
0.4653,0.706146,1.0249,0.7836135
0.4673,0.706658,1.0349,0.786489
0.4693,0.707908,1.0449,0.7879075
0.4713,0.705627,1.0549,0.7885835
0.4733,0.708304,1.0648,0.7892710000000001
0.4753,0.708136,1.0748,0.790559
0.4773,0.71053,1.0848,0.792025
0.4793,0.710461,1.0948,0.792731
0.4813,0.710466,1.1048,0.7954684999999999
0.4833,0.710567,1.1148,0.7949900000000001
0.4853,0.710838,1.1247,0.7966755
0.4873,0.710755,1.1347,0.7980395
0.4893,0.712163,1.1447,0.7986854999999999
0.4913,0.712695,1.1547,0.7985605
0.4933,0.712561,1.1647,0.7995025
0.4953,0.713745,1.1746,0.8006905
0.4973,0.712919,1.1846,0.8023685
0.4993,0.712267,1.1946,0.802551
0.5013,0.714186,1.2046,0.8035019999999999
0.5033,0.711952,1.2146,0.8050474999999999
0.5053,0.713374,1.2245,0.806207
0.5073,0.71318,1.2345,0.8066975000000001
0.5093,0.715657,1.2445,0.8068040000000001
0.5113,0.715624,1.2545,0.806689
0.5133,0.716121,1.2645,0.8079160000000001
0.5153,0.714744,1.2744,0.8071360000000001
0.5173,0.714549,1.2844,0.8087975000000001
0.5193,0.71577,1.2944,0.808196
0.5213,0.715613,1.3044,0.8097175
0.5233,0.714176,1.3144,0.8109884999999999
0.5253,0.714709,1.3244,0.809821
0.5273,0.716556,1.3343,0.8101165
0.5293,0.71499,1.3443,0.811275
0.5313,0.714966,1.3543,0.8115555000000001
0.5333,0.714264,1.3643,0.811032
0.5353,0.716677,1.3743,0.81179
0.5373,0.71529,1.3842,0.8116289999999999
0.5393,0.71674,1.3942,0.8133135
0.5413,0.716546,1.4042,0.8129485
0.5433,0.717687,1.4142,0.8125475
0.5453,0.716986,1.4242,0.8145355
0.5473,0.716958,1.4341,0.8166545000000001
0.5492999999999999,0.715781,1.4441,0.8168835
0.5512999999999999,0.716926,1.4541,0.8161160000000001
0.5532999999999999,0.715262,1.4641,0.8170455000000001
0.5552999999999999,0.716458,1.4741,0.8161339999999999
0.5572999999999999,0.715951,1.484,0.817665
0.5592999999999999,0.715241,1.494,0.8181645
0.5612999999999999,0.716811,1.504,0.817287
0.5632999999999999,0.716162,1.514,0.819242
0.5652999999999999,0.715394,1.524,0.818898
0.5672999999999999,0.716852,1.534,0.820719
0.5692999999999999,0.716883,1.5439,0.8205165000000001
0.5712999999999999,0.717349,1.5539,0.8214205
0.5732999999999999,0.717138,1.5639,0.822796
0.5752999999999999,0.717166,1.5739,0.8221515
0.5772999999999999,0.718165,1.5839,0.821853
0.5792999999999999,0.719192,1.5938,0.8222985
0.5812999999999999,0.719714,1.6038,0.821761
0.5832999999999999,0.719511,1.6138,0.822501
0.5852999999999999,0.720221,1.6238,0.8217715
0.5872999999999999,0.720757,1.6338,0.821353
0.5892999999999999,0.721259,1.6437,0.8225485
0.5912999999999999,0.720772,1.6537,0.823026
0.5932999999999999,0.719539,1.6637,0.823762
0.5952999999999999,0.720429,1.6737,0.823502
0.5972999999999999,0.720437,1.6837,0.822557
0.5992999999999999,0.720464,1.6936,0.825669
0.6011,0.719747,1.7036,0.828287
0.6027,0.719741,1.7136,0.823694
0.6043,0.721342,1.7236,0.824455
0.6059,0.720139,1.7336,0.820617
0.6075,0.720234,1.7436,0.824139
0.6091,0.718946,1.7535,0.826078
0.6107,0.719832,1.7635,0.826067
0.6123,0.720002,1.7735,0.823693
0.6139,0.720707,1.7835,0.828124
0.6155,0.72091,1.7935,0.829175
0.6171,0.720917,1.8034,0.826087
0.6187,0.721117,1.8134,0.826947
0.6203,0.721616,1.8234,0.824762
0.6219,0.722565,1.8334,0.82539
0.6235,0.720425,1.8434,0.828799
0.6251,0.721103,1.8533,0.825947
0.6267,0.722998,1.8633,0.825653
0.6283,0.722514,1.8733,0.826147
0.6299,0.721608,1.8833,0.822694
0.6317,0.724379,1.8933,0.82355
0.6337,0.723689,1.9032,0.823145
0.6357,0.723875,1.9132,0.818266
0.6377,0.725067,1.9232,0.820498
0.6397,0.722979,1.9332,0.82333
0.6417,0.723681,1.9432,0.822477
0.6437,0.724889,1.9532,0.823275
0.6457,0.72557,1.9631,0.825512
0.6477,0.725394,1.9731,0.827582
0.6497,0.726098,1.9831,0.828957
0.6517000000000001,0.725922,1.9931,0.831195
0.6537000000000001,0.726597,2.0031,0.830904
0.6557000000000001,0.725913,2.013,0.825094
0.6577000000000001,0.727109,2.023,0.831737
0.6597000000000001,0.727616,2.033,0.83059
0.6617000000000001,0.728862,2.043,0.833427
0.6637000000000001,0.72814,2.053,0.831096
0.6657000000000001,0.730081,2.0629,0.831186
0.6677000000000001,0.729349,2.0729,0.828706
0.6702,0.727985,2.0829,0.83334
0.6732,0.72988,2.0929,0.838147
0.6762,0.730904,2.1029,0.836369
0.6792,0.730723,2.1128,0.838745
0.6822,0.729834,2.1228,0.841353
0.6852,0.73156,2.1328,0.841922
0.6882,0.731891,2.1428,0.837873
0.6912,0.731532,2.1528,0.836584
0.6942,0.731856,2.1628,0.836215
0.6972,0.733971,2.1727,0.832405
0.7002,0.73413,2.1827,0.831486
0.702,0.733766,2.1927,0.832159
0.704,0.73413,2.2027,0.827313
0.706,0.735883,2.2127,0.833465
0.708,0.734301,2.2226,0.831547
0.71,0.735546,2.2326,0.830854
0.712,0.735358,2.2426,0.828049
0.714,0.735666,2.2526,0.824434
0.716,0.73425,2.2626,0.832178
0.718,0.734598,2.2725,0.831883
0.72,0.734572,2.2825,0.831221
0.722,0.735796,2.2925,0.839149
0.724,0.735994,2.3025,0.827434
0.726,0.73722,2.3125,0.83178
0.728,0.736292,2.3224,0.838777
0.73,0.737568,2.3324,0.83705
0.732,0.736652,2.3424,0.83761
0.734,0.737699,2.3524,0.836748
0.736,0.738256,2.3624,0.835707
0.738,0.738774,2.3724,0.842734
0.74,0.739121,2.3823,0.840589
0.742,0.739875,2.4023,0.838889
0.744,0.738758,2.4123,0.838355
0.746,0.74004,2.4223,0.8374354444444445
0.748,0.739988,2.4322,0.8360138749999999
0.7505,0.738923,2.4422,0.834857888888889
0.7535,0.741291,2.4522,0.8337150000000001
0.7565,0.741819,2.4622,0.832659875
0.7595,0.741636,2.4722,0.8314727777777777
0.7625,0.741599,2.4821,0.8307523750000001
0.7655,0.742308,2.4921,0.830165
0.7685,0.743614,2.5021,0.8297647777777778
0.7715,0.744693,2.5121,0.8297248749999999
0.7745,0.744321,2.5221,0.82967625
0.7775,0.744173,2.532,0.8301861249999999
0.781,0.744334,2.542,0.830465875
0.785,0.746883,2.552,0.8309270000000001
0.789,0.745771,2.562,0.83073
0.793,0.746341,2.572,0.830622
0.797,0.747061,2.5819,0.8310206000000001
0.8015,0.747999,2.5919,0.82969
0.8065,0.748945,2.6019,0.8281920000000002
0.8115,0.74986,2.6119,0.8280609999999999
0.8165,0.749163,2.6219,0.8262912
0.822,0.749866,2.6319,0.8255931428571428
0.828,0.7486,2.6418,0.821816
0.835,0.747569,2.6518,0.8216164285714286
0.843,0.748854,2.6618,0.8220128333333333
0.851,0.759279,2.6718,0.8200862000000001
0.859,0.753145,2.6818,0.8117135714285714
0.871,0.75766,2.6917,0.8045344285714287
0.883,0.762542,2.7017,0.7926195714285714
0.894,0.762363,2.7117,0.7878918571428571
0.904,0.763199,2.7217,0.7821738571428571
0.914,0.763871,2.7317,0.7604122857142857
0.924,0.769538,2.7416,0.7446240000000001
0.933,0.765942,2.7516,0.7251464285714285
0.941,0.770638,2.7616,0.704902
0.949,0.768975,2.7716,0.6978650000000001
0.957,0.773268,2.7816,0.6888899999999999
0.964,0.774175,2.7916,0.6813911428571429
0.97,0.774343,2.8015,0.6752621666666666
0.976,0.773595,2.8115,0.6672802857142858
0.982,0.776963,2.8215,0.6621531666666666
0.988,0.778099,2.8315,0.6564671428571428
0.994,0.777315,2.8414,0.6509821666666668
1.0,0.782333,2.8514,0.6458141428571428
1.006,0.780042,2.8614,0.6401281666666666
1.012,0.780331,2.8714,0.6360661666666666
1.018,0.783078,2.8814,0.6324041666666665
1.0235,0.783386,2.8914,0.6290675714285714
1.0285,0.783841,2.9013,0.6266746666666666
1.0335,0.785762,2.9113,0.6246623333333333
1.0385,0.787216,2.9213,0.6234788333333333
1.0435,0.788305,2.9313,0.6220906666666667
1.0485,0.78751,2.9413,0.6213638333333334
1.0535,0.788361,2.9513,0.6208793333333333
1.0585,0.788806,2.9612,0.6205623333333333
1.0635,0.788632,2.9712,0.6205161666666665
1.0685,0.78991,2.9812,0.6209203999999999
1.0735,0.789753,2.9912,0.6213730000000001
1.0785,0.791365,,
1.0835,0.793426,,
1.0885,0.790624,,
1.0935,0.79297,,
1.0985,0.792492,,
1.1035,0.795403,,
1.1085,0.795534,,
1.1135,0.795358,,
1.1185,0.794622,,
1.1235,0.796287,,
1.1285,0.797064,,
1.1335,0.797768,,
1.1385,0.798311,,
1.1435,0.798268,,
1.1485,0.799103,,
1.1535,0.798131,,
1.1585,0.79899,,
1.1635,0.800374,,
1.1685,0.798631,,
1.1735,0.800783,,
1.1785,0.800598,,
1.1835,0.799694,,
1.1885,0.805043,,
1.1935,0.801122,,
1.1985,0.80398,,
1.2035,0.804754,,
1.2085,0.80225,,
1.2135,0.804029,,
1.2185,0.806066,,
1.2235,0.806908,,
1.2285,0.805506,,
1.2335,0.807889,,
1.2385,0.805506,,
1.2435,0.805215,,
1.2485,0.808393,,
1.2535,0.806002,,
1.2585,0.807376,,
1.2635,0.807944,,
1.2685,0.807888,,
1.2735,0.808772,,
1.2785,0.8055,,
1.2835,0.807801,,
1.2885,0.809794,,
1.2935,0.807392,,
1.2985,0.809,,
1.3035,0.809364,,
1.3085,0.810071,,
1.3135,0.812251,,
1.3185,0.809726,,
1.3235,0.808407,,
1.3285,0.811235,,
1.3335,0.810914,,
1.3385,0.809319,,
1.3435,0.810941,,
1.3485,0.811609,,
1.3535,0.811521,,
1.3585,0.81159,,
1.3635,0.810628,,
1.3685,0.811436,,
1.3735,0.812045,,
1.3785,0.811535,,
1.3835,0.811398,,
1.3885,0.81186,,
1.3935,0.813599,,
1.3985,0.813028,,
1.4035,0.811974,,
1.4085,0.813923,,
1.4135,0.811509,,
1.4185,0.813586,,
1.4235,0.814533,,
1.4285,0.814538,,
1.4335,0.817387,,
1.4385,0.815922,,
1.4435,0.817228,,
1.4485,0.816539,,
1.4535,0.815681,,
1.4585,0.816551,,
1.4635,0.814386,,
1.4685,0.819705,,
1.4735,0.815078,,
1.4785,0.81719,,
1.4835,0.816386,,
1.4885,0.818944,,
1.4935,0.816343,,
1.4985,0.819986,,
1.5035,0.81763,,
1.5085,0.816944,,
1.5135,0.81757,,
1.5185,0.820914,,
1.5235,0.81836,,
1.5285,0.819436,,
1.534,0.820719,,
1.54,0.822945,,
1.546,0.818088,,
1.552,0.819065,,
1.558,0.823776,,
1.564,0.822796,,
1.5705,0.822312,,
1.5775,0.821991,,
1.5845,0.821853,,
1.5915,0.822644,,
1.5985,0.821953,,
1.6055,0.821761,,
1.6125,0.822501,,
1.6195,0.821456,,
1.6265,0.822087,,
1.6335,0.821353,,
1.6405,0.823473,,
1.6475,0.821624,,
1.6545,0.823026,,
1.6615,0.826361,,
1.6685,0.821163,,
1.676,0.823502,,
1.684,0.822557,,
1.692,0.825669,,
1.7,0.828043,,
1.708,0.828531,,
1.716,0.823694,,
1.724,0.824455,,
1.732,0.820617,,
1.74,0.822951,,
1.748,0.825327,,
1.756,0.826078,,
1.764,0.826067,,
1.772,0.823693,,
1.78,0.82763,,
1.788,0.828618,,
1.796,0.829175,,
1.805,0.826087,,
1.815,0.826947,,
1.825,0.824762,,
1.835,0.82539,,
1.845,0.828799,,
1.855,0.825947,,
1.865,0.825653,,
1.875,0.826147,,
1.885,0.822694,,
1.895,0.82355,,
1.905,0.823145,,
1.915,0.818266,,
1.925,0.820498,,
1.935,0.82333,,
1.945,0.822477,,
1.955,0.823275,,
1.965,0.825512,,
1.975,0.827582,,
1.985,0.828957,,
1.995,0.831195,,
2.005,0.830904,,
2.015,0.825094,,
2.025,0.831737,,
2.035,0.83059,,
2.045,0.833427,,
2.055,0.831096,,
2.065,0.831186,,
2.075,0.828706,,
2.085,0.83334,,
2.095,0.838147,,
2.105,0.836369,,
2.115,0.838745,,
2.125,0.841353,,
2.135,0.841922,,
2.145,0.837873,,
2.155,0.836584,,
2.165,0.836215,,
2.175,0.832405,,
2.185,0.831486,,
2.195,0.832159,,
2.205,0.827313,,
2.215,0.833465,,
2.225,0.831547,,
2.235,0.830854,,
2.245,0.828049,,
2.255,0.824434,,
2.265,0.832178,,
2.275,0.831883,,
2.285,0.831221,,
2.295,0.839149,,
2.305,0.827434,,
2.315,0.83178,,
2.325,0.838777,,
2.335,0.83705,,
2.345,0.83761,,
2.355,0.836748,,
2.365,0.835707,,
2.375,0.842734,,
2.386,0.840589,,
2.4,0.835922,,
2.400071,0.839808,,
2.401183,0.839361,,
2.4022959999999998,0.839249,,
2.40341,0.839249,,
2.404524,0.839137,,
2.40564,0.839193,,
2.4067570000000003,0.839193,,
2.407875,0.839026,,
2.4089940000000003,0.83869,,
2.410113,0.838243,,
2.411234,0.838411,,
2.4123560000000004,0.838411,,
2.4134789999999997,0.838355,,
2.414603,0.838467,,
2.415729,0.837964,,
2.416855,0.837628,,
2.417982,0.837908,,
2.419111,0.838019,,
2.4202399999999997,0.83774,,
2.421371,0.837628,,
2.422502,0.837572,,
2.4236350000000004,0.83746,,
2.424768,0.837069,,
2.425903,0.836901,,
2.427038,0.836622,,
2.428176,0.836398,,
2.4293139999999998,0.836286,,
2.430453,0.836175,,
2.431592,0.835895,,
2.432734,0.835672,,
2.433876,0.835783,,
2.4350189999999996,0.835951,,
2.436163,0.835951,,
2.437308,0.835672,,
2.438454,0.835168,,
2.439602,0.834833,,
2.44075,0.834889,,
2.4419,0.834498,,
2.443051,0.834442,,
2.444203,0.834665,,
2.445355,0.834889,,
2.4465100000000004,0.834665,,
2.4476649999999998,0.834609,,
2.4488209999999997,0.834386,,
2.449978,0.833827,,
2.451137,0.833603,,
2.452296,0.833659,,
2.4534569999999998,0.833547,,
2.454618,0.833324,,
2.455781,0.833212,,
2.456945,0.833268,,
2.45811,0.833044,,
2.459276,0.832597,,
2.460443,0.832541,,
2.461612,0.832765,,
2.462781,0.832765,,
2.4639520000000004,0.832597,,
2.465123,0.832373,,
2.466296,0.832597,,
2.4674699999999996,0.832597,,
2.468645,0.831982,,
2.469821,0.831423,,
2.4709980000000002,0.831535,,
2.472176,0.831703,,
2.4733560000000003,0.831367,,
2.474536,0.83092,,
2.4757179999999996,0.830976,,
2.476901,0.830752,,
2.478085,0.83092,,
2.47927,0.831088,,
2.480456,0.831032,,
2.4816439999999997,0.83092,,
2.4828319999999997,0.830529,,
2.484022,0.830808,,
2.4852130000000003,0.830529,,
2.486404,0.830193,,
2.487597,0.830081,,
2.488792,0.830137,,
2.489987,0.830137,,
2.491184,0.830025,,
2.492381,0.830025,,
2.4935810000000003,0.830417,,
2.494781,0.830305,,
2.495982,0.830193,,
2.4971840000000003,0.829858,,
2.498387,0.829802,,
2.4995920000000003,0.829914,,
2.5007979999999996,0.829634,,
2.502005,0.829858,,
2.503213,0.829578,,
2.504422,0.829411,,
2.505633,0.829858,,
2.506844,0.82997,,
2.508057,0.830025,,
2.509271,0.829914,,
2.5104859999999998,0.829522,,
2.511703,0.829634,,
2.5129200000000003,0.829522,,
2.514138,0.82969,,
2.515358,0.829914,,
2.516579,0.829578,,
2.517802,0.829802,,
2.519025,0.829746,,
2.52025,0.829355,,
2.5214760000000003,0.829522,,
2.522703,0.829914,,
2.523931,0.82997,,
2.52516,0.829634,,
2.5263910000000003,0.829467,,
2.527622,0.829299,,
2.528856,0.829355,,
2.53009,0.829802,,
2.531325,0.830808,,
2.532562,0.831255,,
2.5338000000000003,0.830249,,
2.5350390000000003,0.830081,,
2.536279,0.83064,,
2.5375199999999998,0.82997,,
2.538763,0.829467,,
2.540007,0.829522,,
2.541252,0.830473,,
2.542498,0.831982,,
2.543746,0.831591,,
2.544994,0.830417,,
2.546244,0.830305,,
2.547495,0.831311,,
2.5487480000000002,0.830976,,
2.550002,0.83092,,
